PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32553474","Health Literacy and Predictors of Body Weight in Turkish Children","Ozturk Haney M.","J Pediatr Nurs. 2020 Nov-Dec;55:e257-e262. doi: 10.1016/j.pedn.2020.05.012. Epub 2020 Jun 15.","Ozturk Haney M","J Pediatr Nurs","2020","2020/06/20","","","10.1016/j.pedn.2020.05.012"
"32553032","An Examination of Adolescents' Values in a Motivational Interviewing-based Obesity Intervention","Caccavale LJ, LaRose JG, Mazzeo SE, Bean MK.","Am J Health Behav. 2020 Jul 1;44(4):526-533. doi: 10.5993/AJHB.44.4.13.","Caccavale LJ","Am J Health Behav","2020","2020/06/20","","","10.5993/AJHB.44.4.13"
"32548966","Does eating in the absence of hunger extend to healthy snacks in children?","Kral TVE, Moore RH, Chittams J, O'Malley L, Jones E, Quinn RJ, Fisher JO.","Pediatr Obes. 2020 Nov;15(11):e12659. doi: 10.1111/ijpo.12659. Epub 2020 Jun 16.","Kral TVE","Pediatr Obes","2020","2020/06/18","","","10.1111/ijpo.12659"
"32543108","Ethnicity, socioeconomic status and the nutritional status of Chinese children and adolescents: Findings from three consecutive national surveys between 2005 and 2014","Dong Y, Ma Y, Hu P, Dong B, Zou Z, Yang Y, Xu R, Wang Z, Yang Z, Wen B, Tan M, He FJ, Song Y, Ma J, Sawyer SM, Patton GC.","Pediatr Obes. 2020 Nov;15(11):e12664. doi: 10.1111/ijpo.12664. Epub 2020 Jun 15.","Dong Y","Pediatr Obes","2020","2020/06/17","","","10.1111/ijpo.12664"
"32543054","Understanding, comparing and learning from the four EPOCH early childhood obesity prevention interventions: A multi-methods study","Seidler AL, Hunter KE, Johnson BJ, Ekambareshwar M, Taki S, Mauch CE, Mihrshahi S, Askie L, Campbell KJ, Daniels L, Taylor RW, Wen LM, Byrne R, Lawrence J, Perlstein R, Wardle K, Golley RK.","Pediatr Obes. 2020 Nov;15(11):e12679. doi: 10.1111/ijpo.12679. Epub 2020 Jun 15.","Seidler AL","Pediatr Obes","2020","2020/06/17","","","10.1111/ijpo.12679"
"32539822","Locally implemented prevention programs may reverse weight trajectories in half of children with overweight/obesity amid low child-staff ratios: results from a quasi-experimental study in France","Constant A, Boulic G, Lommez A, Chaillou R, Guy-Grand B, Raffin S.","BMC Public Health. 2020 Jun 15;20(1):941. doi: 10.1186/s12889-020-09080-y.","Constant A","BMC Public Health","2020","2020/06/17","PMC7296681","","10.1186/s12889-020-09080-y"
"32534575","Cardiovascular morbidity, diabetes and cancer risk among children and adolescents with severe obesity","Bendor CD, Bardugo A, Pinhas-Hamiel O, Afek A, Twig G.","Cardiovasc Diabetol. 2020 Jun 13;19(1):79. doi: 10.1186/s12933-020-01052-1.","Bendor CD","Cardiovasc Diabetol","2020","2020/06/15","PMC7293793","","10.1186/s12933-020-01052-1"
"32533127","Three more genes linked with childhood obesity","Greenhill C.","Nat Rev Endocrinol. 2020 Aug;16(8):402-403. doi: 10.1038/s41574-020-0380-6.","Greenhill C","Nat Rev Endocrinol","2020","2020/06/14","","","10.1038/s41574-020-0380-6"
"32532781","Protocol for a two-cohort randomized cluster clinical trial of a motor skills intervention: The Promoting Activity and Trajectories of Health (PATH) Study","Robinson LE, Wang L, Colabianchi N, Stodden DF, Ulrich D.","BMJ Open. 2020 Jun 11;10(6):e037497. doi: 10.1136/bmjopen-2020-037497.","Robinson LE","BMJ Open","2020","2020/06/14","PMC7295413","","10.1136/bmjopen-2020-037497"
"32532342","Timing of rapid weight gain and its effect on subsequent overweight or obesity in childhood: findings from a longitudinal birth cohort study","Li YF, Lin SJ, Chiang TL.","BMC Pediatr. 2020 Jun 12;20(1):293. doi: 10.1186/s12887-020-02184-9.","Li YF","BMC Pediatr","2020","2020/06/14","PMC7291582","","10.1186/s12887-020-02184-9"
"32532242","Can an electronic monitoring system capture implementation of health promotion programs? A focussed ethnographic exploration of the story behind program monitoring data","Conte K, Marks L, Loblay V, Grøn S, Green A, Innes-Hughes C, Milat A, Persson L, Williams M, Thackway S, Mitchell J, Hawe P.","BMC Public Health. 2020 Jun 12;20(1):917. doi: 10.1186/s12889-020-08644-2.","Conte K","BMC Public Health","2020","2020/06/14","PMC7291504","","10.1186/s12889-020-08644-2"
"32527270","Family-centeredness of childhood obesity interventions: psychometrics & outcomes of the family-centered care assessment tool","Simione M, Sharifi M, Gerber MW, Marshall R, Avalon E, Fiechtner L, Horan C, Orav EJ, Skelton J, Taveras EM.","Health Qual Life Outcomes. 2020 Jun 11;18(1):179. doi: 10.1186/s12955-020-01431-y.","Simione M","Health Qual Life Outcomes","2020","2020/06/13","PMC7291578","","10.1186/s12955-020-01431-y"
"32526642","BMI mobility and obesity transitions among children in Ireland","Madden D.","Econ Hum Biol. 2020 Aug;38:100896. doi: 10.1016/j.ehb.2020.100896. Epub 2020 May 30.","Madden D","Econ Hum Biol","2020","2020/06/12","","","10.1016/j.ehb.2020.100896"
"32521815","Effectiveness of Family-Based Behavior Change Interventions on Obesity-Related Behavior Change in Children: A Realist Synthesis","Enright G, Allman-Farinelli M, Redfern J.","Int J Environ Res Public Health. 2020 Jun 8;17(11):4099. doi: 10.3390/ijerph17114099.","Enright G","Int J Environ Res Public Health","2020","2020/06/12","PMC7312889","","10.3390/ijerph17114099"
"32521608","Evaluation of Different Adiposity Indices and Association with Metabolic Syndrome Risk in Obese Children: Is there a Winner?","Leone A, Vizzuso S, Brambilla P, Mameli C, Ravella S, De Amicis R, Battezzati A, Zuccotti G, Bertoli S, Verduci E.","Int J Mol Sci. 2020 Jun 8;21(11):4083. doi: 10.3390/ijms21114083.","Leone A","Int J Mol Sci","2020","2020/06/12","PMC7313019","","10.3390/ijms21114083"
"32520942","Relative handgrip strength, nutritional status and abdominal obesity in Chilean adolescents","Palacio-Agüero A, Díaz-Torrente X, Quintiliano Scarpelli Dourado D.","PLoS One. 2020 Jun 10;15(6):e0234316. doi: 10.1371/journal.pone.0234316. eCollection 2020.","Palacio-Agüero A","PLoS One","2020","2020/06/11","PMC7286492","","10.1371/journal.pone.0234316"
"32516083","Adherence to 24-hour movement guidelines among Portuguese preschool children: the prestyle study","Vale S, Mota J.","J Sports Sci. 2020 Sep;38(18):2149-2154. doi: 10.1080/02640414.2020.1775385. Epub 2020 Jun 9.","Vale S","J Sports Sci","2020","2020/06/10","","","10.1080/02640414.2020.1775385"
"32514092","Liraglutide for management of adolescent obesity","Kelishadi R.","Nat Rev Endocrinol. 2020 Aug;16(8):405-406. doi: 10.1038/s41574-020-0371-7.","Kelishadi R","Nat Rev Endocrinol","2020","2020/06/10","","","10.1038/s41574-020-0371-7"
"32513226","Evaluating dose delivered of a behavioral intervention for childhood obesity prevention: a secondary analysis","Heerman WJ, Sommer EC, Qi A, Burgess LE, Mitchell SJ, Samuels LR, Martin NC, Barkin SL.","BMC Public Health. 2020 Jun 8;20(1):885. doi: 10.1186/s12889-020-09020-w.","Heerman WJ","BMC Public Health","2020","2020/06/10","PMC7281919","","10.1186/s12889-020-09020-w"
"32512501","Molecular phenomics of a high-calorie diet-induced porcine model of prepubertal obesity","Jové M, Tibau J, Serrano JC, Berdún R, Rodríguez-Palmero M, Font-I-Furnols M, Cassanyé A, Rodriguez-Mortera R, Sol J, Rassendren H, Fàbrega E, Crescenti A, Castell A, Sabater M, Ortega FJ, Martin-Gari M, Quintanilla R, Puigjaner J, Moreno JA, Prat J, Arola L, Fernández-Real JM, Pamplona R, Portero-Otin M.","J Nutr Biochem. 2020 Sep;83:108393. doi: 10.1016/j.jnutbio.2020.108393. Epub 2020 Apr 24.","Jové M","J Nutr Biochem","2020","2020/06/09","","","10.1016/j.jnutbio.2020.108393"
"32510693","Determinants of accurate visual perception of child anthropometric phenotype among ethnically diverse preschool parents in the United States","Messiah SE, Weerakoon S, Atem F, Schulte M, Lebron C, Kambali S, Mathew MS, Chang C, Natale RA.","Health Soc Care Community. 2020 Nov;28(6):2095-2104. doi: 10.1111/hsc.13020. Epub 2020 Jun 8.","Messiah SE","Health Soc Care Community","2020","2020/06/09","","","10.1111/hsc.13020"
"32506928","An Integrated Clinic-Community Model to Treat Childhood Obesity: Revisiting 2 Years Later","Pasquale E, Neshteruk CD, Howard J, Skinner AC, Story M, Frerichs LM, Armstrong SC.","Clin Pediatr (Phila). 2020 Oct;59(12):1092-1096. doi: 10.1177/0009922820930368. Epub 2020 Jun 7.","Pasquale E","Clin Pediatr (Phila)","2020","2020/06/09","","","10.1177/0009922820930368"
"32506773","Executive function phenotypes in pediatric obesity","Gowey M, Redden D, Lim C, Janicke D, Dutton G.","Pediatr Obes. 2020 Sep;15(9):e12655. doi: 10.1111/ijpo.12655. Epub 2020 Jun 7.","Gowey M","Pediatr Obes","2020","2020/06/08","","","10.1111/ijpo.12655"
"32505845","Common polymorphisms in MC4R and FTO genes are associated with BMI and metabolic indicators in Mexican children: Differences by sex and genetic ancestry","López-Rodríguez G, Estrada-Neria A, Suárez-Diéguez T, Tejero ME, Fernández JC, Galván M.","Gene. 2020 Sep 5;754:144840. doi: 10.1016/j.gene.2020.144840. Epub 2020 Jun 4.","López-Rodríguez G","Gene","2020","2020/06/08","","","10.1016/j.gene.2020.144840"
"32498337","Heightened Plasma Levels of Transforming Growth Factor Beta (TGF-β) and Increased Degree of Systemic Biochemical Perturbation Characterizes Hepatic Steatosis in Overweight Pediatric Patients: A Cross-Sectional Study","Barretto JR, Boa-Sorte N, Vinhaes CL, Malta-Santos H, Rebouças-Silva J, Ramos CF, Torres-Nascimento MAS, Borges VM, Andrade BB.","Nutrients. 2020 Jun 2;12(6):1650. doi: 10.3390/nu12061650.","Barretto JR","Nutrients","2020","2020/06/06","PMC7352859","","10.3390/nu12061650"
"32492399","Use of Static Cutoffs of Hypertension to Determine High cIMT in Children and Adolescents: An International Collaboration Study","Yang L, Whincup PH, López-Bermejo A, Caserta CA, Muniz Medeiros CC, Kollias A, Pacifico L, Reinehr T, Litwin M, Owen CG, Bassols J, Romeo EL, Almeida Ramos TD, Stergiou GS, Zhao M, Yang L, Xargay-Torrent S, Amante A, Gusmão TME, Grammatikos E, Wang M, Prats-Puig A, Franklin de Carvalho D, Carreras-Badosa G, de Oliveira Simões M, Mas-Pares B, Shui W, Deanfield JE, Magnussen CG, Xi B; International Childhood Vascular Structure Evaluation Consortium.","Can J Cardiol. 2020 Sep;36(9):1467-1473. doi: 10.1016/j.cjca.2020.02.093. Epub 2020 Mar 4.","Yang L","Can J Cardiol","2020","2020/06/04","","","10.1016/j.cjca.2020.02.093"
"32486901","Healthy Habits Questionnaire Feasibility and Utility for High-Risk Children","Camp NL, Robert RC, Kelly KP.","Clin Pediatr (Phila). 2020 Oct;59(11):978-987. doi: 10.1177/0009922820927030. Epub 2020 Jun 2.","Camp NL","Clin Pediatr (Phila)","2020","2020/06/04","","","10.1177/0009922820927030"
"32485744","Stabilization of BMIz Score is Associated with a Decrease in Visceral Fat in Children with Obesity","Naik Y, Allen DB, Eickhoff J, Carrel AL.","Horm Metab Res. 2020 Jul;52(7):527-531. doi: 10.1055/a-1159-4506. Epub 2020 Jun 2.","Naik Y","Horm Metab Res","2020","2020/06/03","PMC7368829","NIHMS1588315","10.1055/a-1159-4506"
"32483960","Factors associated with overweight and obesity in preschool children","Kurspahić-Mujčić A, Mujčić A.","Med Glas (Zenica). 2020 Aug 1;17(2):538-543. doi: 10.17392/1175-20.","Kurspahić-Mujčić A","Med Glas (Zenica)","2020","2020/06/03","","","10.17392/1175-20"
"32483068","Time-varying Effects of Screen Media Exposure in the Relationship Between Socioeconomic Background and Childhood Obesity","Oude Groeniger J, de Koster W, van der Waal J.","Epidemiology. 2020 Jul;31(4):578-586. doi: 10.1097/EDE.0000000000001210.","Oude Groeniger J","Epidemiology","2020","2020/06/03","PMC7269022","","10.1097/EDE.0000000000001210"
"32482455","Does exercising before or after a meal affect energy balance in adolescents with obesity?","Fillon A, Beaulieu K, Miguet M, Bailly M, Finlayson G, Julian V, Masurier J, Mathieu ME, Pereira B, Duclos M, Boirie Y, Thivel D.","Nutr Metab Cardiovasc Dis. 2020 Jun 25;30(7):1196-1200. doi: 10.1016/j.numecd.2020.04.015. Epub 2020 Apr 23.","Fillon A","Nutr Metab Cardiovasc Dis","2020","2020/06/03","","","10.1016/j.numecd.2020.04.015"
"32473035","Public health nurse referrals for paediatric weight management: A nested mixed-methods study","Nguyen NH, Kebbe M, Peng C, Van Hulst A, Ball GDC.","J Clin Nurs. 2020 Sep;29(17-18):3263-3271. doi: 10.1111/jocn.15350. Epub 2020 Jun 25.","Nguyen NH","J Clin Nurs","2020","2020/05/31","","","10.1111/jocn.15350"
"32471813","Physical activity and health in Chinese children and adolescents: expert consensus statement (2020)","Chen P, Wang D, Shen H, Yu L, Gao Q, Mao L, Jiang F, Luo Y, Xie M, Zhang Y, Feng L, Gao F, Wang Y, Liu Y, Luo C, Nassis GP, Krustrup P, Ainsworth BE, Harmer PA, Li F.","Br J Sports Med. 2020 Nov;54(22):1321-1331. doi: 10.1136/bjsports-2020-102261. Epub 2020 May 29.","Chen P","Br J Sports Med","2020","2020/05/31","PMC7606574","","10.1136/bjsports-2020-102261"
"32464538","Mixed factors affecting plantar pressures and center of pressure in obese children: Obesity and flatfoot","Yan S, Li R, Shi B, Wang R, Yang L.","Gait Posture. 2020 Jul;80:7-13. doi: 10.1016/j.gaitpost.2020.05.007. Epub 2020 May 16.","Yan S","Gait Posture","2020","2020/05/29","","","10.1016/j.gaitpost.2020.05.007"
"32464422","A Meta-Analysis of the Association Between Breastfeeding and Early Childhood Obesity","Qiao J, Dai LJ, Zhang Q, Ouyang YQ.","J Pediatr Nurs. 2020 Jul-Aug;53:57-66. doi: 10.1016/j.pedn.2020.04.024. Epub 2020 May 25.","Qiao J","J Pediatr Nurs","2020","2020/05/29","","","10.1016/j.pedn.2020.04.024"
"32460903","Social jetlag, eating behaviours and BMI among adolescents in the USA","Mathew GM, Hale L, Chang AM.","Br J Nutr. 2020 Nov 14;124(9):979-987. doi: 10.1017/S0007114520001804. Epub 2020 May 28.","Mathew GM","Br J Nutr","2020","2020/05/29","PMC7554217","NIHMS1597419","10.1017/S0007114520001804"
"32460403","The effect of subclinical hypothyroidism on body composition parameters in children","Odabasi Gunes S, Torel Ergur A, Nisanci Kilinc F.","Int J Clin Pract. 2020 Sep;74(9):e13554. doi: 10.1111/ijcp.13554. Epub 2020 Jun 8.","Odabasi Gunes S","Int J Clin Pract","2020","2020/05/28","","","10.1111/ijcp.13554"
"32459738","Effects of Exercise on Body Posture, Functional Movement, and Physical Fitness in Children With Overweight/Obesity","Molina-Garcia P, Mora-Gonzalez J, Migueles JH, Rodriguez-Ayllon M, Esteban-Cornejo I, Cadenas-Sanchez C, Plaza-Florido A, Gil-Cosano JJ, Pelaez-Perez MA, Garcia-Delgado G, Vanrenterghem J, Ortega FB.","J Strength Cond Res. 2020 Aug;34(8):2146-2155. doi: 10.1519/JSC.0000000000003655.","Molina-Garcia P","J Strength Cond Res","2020","2020/05/28","","","10.1519/JSC.0000000000003655"
"32459068","Paediatric obesity and brain functioning: The role of physical activity-A novel and important expert opinion of the European Childhood Obesity Group","Esteban-Cornejo I, Reilly J, Ortega FB, Matusik P, Mazur A, Erhardt E, Forslund A, Vlachopapadopoulou EA, Caroli M, Boyland E, Weghuber D, Thivel D.","Pediatr Obes. 2020 Sep;15(9):e12649. doi: 10.1111/ijpo.12649. Epub 2020 May 27.","Esteban-Cornejo I","Pediatr Obes","2020","2020/05/28","","","10.1111/ijpo.12649"
"32454174","Projecting the impact of the coronavirus disease-2019 pandemic on childhood obesity in the United States: A microsimulation model","An R.","J Sport Health Sci. 2020 Jul;9(4):302-312. doi: 10.1016/j.jshs.2020.05.006. Epub 2020 May 23.","An R","J Sport Health Sci","2020","2020/05/27","PMC7250129","","10.1016/j.jshs.2020.05.006"
"32453829","Metabolic Problems in the Offspring of Women with Gestational Diabetes and Obesity: An Opportunity for Prevention","Codner E.","J Clin Endocrinol Metab. 2020 Aug 1;105(8):dgaa307. doi: 10.1210/clinem/dgaa307.","Codner E","J Clin Endocrinol Metab","2020","2020/05/27","","","10.1210/clinem/dgaa307"
"32448719","Association of glomerular hyperfiltration with serum chemokine levels and metabolic features in prepubertal children with overweight/obesity","Muzzio ML, Kabakian ML, Morosán-Allo Y, Ferrari S, Fallahi P, Fernández J, Santucci MP, Andrés-Lacueva C, Antonelli A, Brenta G, Meroño T.","Nutr Metab Cardiovasc Dis. 2020 Jun 25;30(7):1188-1195. doi: 10.1016/j.numecd.2020.03.012. Epub 2020 Mar 24.","Muzzio ML","Nutr Metab Cardiovasc Dis","2020","2020/05/26","","","10.1016/j.numecd.2020.03.012"
"32447840","Overweight and Obesity Impair Academic Performance in Adolescence: A National Cohort Study of 10,279 Adolescents in China","Ma L, Gao L, Chiu DT, Ding Y, Wang Y, Wang W.","Obesity (Silver Spring). 2020 Jul;28(7):1301-1309. doi: 10.1002/oby.22801. Epub 2020 May 24.","Ma L","Obesity (Silver Spring)","2020","2020/05/25","","","10.1002/oby.22801"
"32446478","Leukocyte-Endothelium Interaction Is Associated with Fat Mass in Children","Martí-Masanet M, Codoñer-Franch P, Orden S, Álvarez Á, Esplugues JV, Martí-Cabrera M.","J Pediatr. 2020 Jun;221:181-187.e1. doi: 10.1016/j.jpeds.2020.02.036.","Martí-Masanet M","J Pediatr","2020","2020/05/25","","","10.1016/j.jpeds.2020.02.036"
"32443992","Behavioral Approaches to Weight Management for Health and Wellness","Normand MP, Gibson JL.","Pediatr Clin North Am. 2020 Jun;67(3):537-546. doi: 10.1016/j.pcl.2020.02.008. Epub 2020 May 4.","Normand MP","Pediatr Clin North Am","2020","2020/05/24","","","10.1016/j.pcl.2020.02.008"
"32442421","Septic shock presentation in adolescents with COVID-19","Dallan C, Romano F, Siebert J, Politi S, Lacroix L, Sahyoun C.","Lancet Child Adolesc Health. 2020 Jul;4(7):e21-e23. doi: 10.1016/S2352-4642(20)30164-4. Epub 2020 May 20.","Dallan C","Lancet Child Adolesc Health","2020","2020/05/23","PMC7237371","","10.1016/S2352-4642(20)30164-4"
"32441475","Filling the Gap in Knowledge for Drug Dose Individualization in Pediatric Obesity","Shakhnovich V, Kyler KE.","Obesity (Silver Spring). 2020 Jun;28(6):1003. doi: 10.1002/oby.22823.","Shakhnovich V","Obesity (Silver Spring)","2020","2020/05/23","PMC7713700","NIHMS1646200","10.1002/oby.22823"
"32437081","Adversity exposure and obesogenic food consumption in young children: The transgenerational role of emotion dysregulation","Huffhines L, Gusler S, Jackson Y.","Pediatr Obes. 2020 Nov;15(11):e12658. doi: 10.1111/ijpo.12658. Epub 2020 May 21.","Huffhines L","Pediatr Obes","2020","2020/05/22","PMC8087181","NIHMS1695399","10.1111/ijpo.12658"
"32431077","Adverse labour market impacts of childhood and adolescence overweight and obesity in Western societies-A literature review","Reiband HK, Heitmann BL, Sørensen TIA.","Obes Rev. 2020 Aug;21(8):e13026. doi: 10.1111/obr.13026. Epub 2020 May 20.","Reiband HK","Obes Rev","2020","2020/05/21","","","10.1111/obr.13026"
"32429705","COVID-19 and Nutrition: The Need for Initiatives to Promote Healthy Eating and Prevent Obesity in Childhood","Ribeiro KDDS, Garcia LRS, Dametto JFDS, Assunção DGF, Maciel BLL.","Child Obes. 2020 Jun;16(4):235-237. doi: 10.1089/chi.2020.0121. Epub 2020 May 19.","Ribeiro KDDS","Child Obes","2020","2020/05/21","","","10.1089/chi.2020.0121"
"32427669","Perceived Role of Built and Social Environments on Childhood Obesity: A PhotoVoice Approach With Latino Migrant Farmworking Families","Rosado JI, Rivera A, Fernandez T.","Fam Community Health. 2020 Jul/Sep;43(3):221-228. doi: 10.1097/FCH.0000000000000257.","Rosado JI","Fam Community Health","2020","2020/05/20","","","10.1097/FCH.0000000000000257"
"32424989","Low-carbohydrate interventions for adolescent obesity: Nutritional adequacy and guidance for clinical practice","Jebeile H, Grunseit AM, Thomas M, Kelly T, Garnett SP, Gow ML.","Clin Obes. 2020 Aug;10(4):e12370. doi: 10.1111/cob.12370. Epub 2020 May 18.","Jebeile H","Clin Obes","2020","2020/05/20","","","10.1111/cob.12370"
"32423681","Birth Weight and Weight Changes from Infancy to Early Childhood as Predictors of Body Mass Index in Adolescence","Stock K, Nagrani R, Gande N, Bernar B, Staudt A, Willeit P, Geiger R, Knoflach M, Kiechl-Kohlendorfer U; Early Vascular Aging (EVA) Study Group.","J Pediatr. 2020 Jul;222:120-126.e3. doi: 10.1016/j.jpeds.2020.03.048. Epub 2020 May 15.","Stock K","J Pediatr","2020","2020/05/20","","","10.1016/j.jpeds.2020.03.048"
"32415676","Fathers' food parenting: A scoping review of the literature from 1990 to 2019","Davison KK, Haines J, Garcia EA, Douglas S, McBride B.","Pediatr Obes. 2020 Oct;15(10):e12654. doi: 10.1111/ijpo.12654. Epub 2020 May 16.","Davison KK","Pediatr Obes","2020","2020/05/17","PMC8010159","NIHMS1683032","10.1111/ijpo.12654"
"32409495","Non-alcoholic fatty liver disease and childhood obesity","Shaunak M, Byrne CD, Davis N, Afolabi P, Faust SN, Davies JH.","Arch Dis Child. 2021 Jan;106(1):3-8. doi: 10.1136/archdischild-2019-318063. Epub 2020 May 14.","Shaunak M","Arch Dis Child","2021","2020/05/16","","","10.1136/archdischild-2019-318063"
"32407719","Clinical Characteristics and Outcomes of Hospitalized and Critically Ill Children and Adolescents with Coronavirus Disease 2019 at a Tertiary Care Medical Center in New York City","Chao JY, Derespina KR, Herold BC, Goldman DL, Aldrich M, Weingarten J, Ushay HM, Cabana MD, Medar SS.","J Pediatr. 2020 Aug;223:14-19.e2. doi: 10.1016/j.jpeds.2020.05.006. Epub 2020 May 11.","Chao JY","J Pediatr","2020","2020/05/15","PMC7212947","","10.1016/j.jpeds.2020.05.006"
"32402589","Association of FTO rs1421085 with obesity, diet, physical activity, and socioeconomic status: A longitudinal birth cohort study","Katus U, Villa I, Ringmets I, Vaht M, Mäestu E, Mäestu J, Veidebaum T, Harro J.","Nutr Metab Cardiovasc Dis. 2020 Jun 9;30(6):948-959. doi: 10.1016/j.numecd.2020.02.008. Epub 2020 Feb 25.","Katus U","Nutr Metab Cardiovasc Dis","2020","2020/05/14","","","10.1016/j.numecd.2020.02.008"
"32400070","Dynamic prediction model to identify young children at high risk of future overweight: Development and internal validation in a cohort study","Welten M, Wijga AH, Hamoen M, Gehring U, Koppelman GH, Twisk JWR, Raat H, Heymans MW, de Kroon MLA.","Pediatr Obes. 2020 Sep;15(9):e12647. doi: 10.1111/ijpo.12647. Epub 2020 May 13.","Welten M","Pediatr Obes","2020","2020/05/14","PMC7507129","","10.1111/ijpo.12647"
"32395902","The reciprocal relationship between body mass index categories and physical fitness: A 4-year prospective cohort study of 20 000 Chinese children","Ho FK, So HK, Wong RS, Tung KTS, Louie LHT, Tung J, Mirpuri S, Chow B, Wong WHS, Lee A, Ip P.","Pediatr Obes. 2020 Sep;15(9):e12646. doi: 10.1111/ijpo.12646. Epub 2020 May 12.","Ho FK","Pediatr Obes","2020","2020/05/13","","","10.1111/ijpo.12646"
"32389356","Adiposity, Sex, and Cardiovascular Disease Risk in Children With CKD: A Longitudinal Study of Youth Enrolled in the Chronic Kidney Disease in Children (CKiD) Study","Brady TM, Roem J, Cox C, Schneider MF, Wilson AC, Furth SL, Warady BA, Mitsnefes M.","Am J Kidney Dis. 2020 Aug;76(2):166-173. doi: 10.1053/j.ajkd.2020.01.011. Epub 2020 May 7.","Brady TM","Am J Kidney Dis","2020","2020/05/12","PMC7387195","NIHMS1572393","10.1053/j.ajkd.2020.01.011"
"32379402","Phenotypes of controlling feeding behaviours in mothers of toddlers: A mixed methods study","Pesch MH, Julian MM, Lo SL, Wu Y, Miller AL, Appugliese D, Lumeng JC.","Pediatr Obes. 2020 Oct;15(10):e12639. doi: 10.1111/ijpo.12639. Epub 2020 May 7.","Pesch MH","Pediatr Obes","2020","2020/05/08","","","10.1111/ijpo.12639"
"32378015","Stability and Change in Early Life Economic Hardship Trajectories and the Role of Sex in Predicting Adolescent Overweight/Obesity","Daundasekara SS, Schuler BR, Hernandez DC.","J Youth Adolesc. 2020 Aug;49(8):1645-1662. doi: 10.1007/s10964-020-01249-3. Epub 2020 May 6.","Daundasekara SS","J Youth Adolesc","2020","2020/05/08","","","10.1007/s10964-020-01249-3"
"32376694","Area-level socioeconomic disparity trends in nutritional status among 5-6-year-old children in Israel","Loewenberg Weisband Y, Kaufman-Shriqui V, Wolff Sagy Y, Krieger M, Abu Ahmad W, Manor O.","Arch Dis Child. 2020 Nov;105(11):1049-1054. doi: 10.1136/archdischild-2019-318595. Epub 2020 May 6.","Loewenberg Weisband Y","Arch Dis Child","2020","2020/05/08","","","10.1136/archdischild-2019-318595"
"32375184","A Systematic Review of Active Video Games on Youth's Body Composition and Physical Activity","Gao Z, Zeng N, McDonough DJ, Su X.","Int J Sports Med. 2020 Aug;41(9):561-573. doi: 10.1055/a-1152-4959. Epub 2020 May 6.","Gao Z","Int J Sports Med","2020","2020/05/07","","","10.1055/a-1152-4959"
"32374499","Assessment of body composition in pediatric overweight and obesity: A systematic review of the reliability and validity of common techniques","Orsso CE, Silva MIB, Gonzalez MC, Rubin DA, Heymsfield SB, Prado CM, Haqq AM.","Obes Rev. 2020 Aug;21(8):e13041. doi: 10.1111/obr.13041. Epub 2020 May 6.","Orsso CE","Obes Rev","2020","2020/05/07","","","10.1111/obr.13041"
"32372572","Bedtime, body mass index and obesity risk in preschool-aged children","Roy M, Haszard JJ, Savage JS, Yolton K, Beebe DW, Xu Y, Galland B, Paul IM, Mindell JA, Mihrshahi S, Wen LM, Taylor B, Richards R, Te Morenga L, Taylor RW.","Pediatr Obes. 2020 Sep;15(9):e12650. doi: 10.1111/ijpo.12650. Epub 2020 May 6.","Roy M","Pediatr Obes","2020","2020/05/07","PMC7745736","NIHMS1651583","10.1111/ijpo.12650"
"32372570","Effect of a responsive parenting intervention on child emotional overeating is mediated by reduced maternal use of food to soothe: The INSIGHT RCT","Harris HA, Anzman-Frasca S, Marini ME, Paul IM, Birch LL, Savage JS.","Pediatr Obes. 2020 Oct;15(10):e12645. doi: 10.1111/ijpo.12645. Epub 2020 May 5.","Harris HA","Pediatr Obes","2020","2020/05/07","PMC7729434","NIHMS1651584","10.1111/ijpo.12645"
"32372568","Delayed meal timing after exercise is associated with reduced appetite and energy intake in adolescents with obesity","Fillon A, Beaulieu K, Miguet M, Bailly M, Finlayson G, Julian V, Masurier J, Pereira B, Duclos M, Boirie Y, Thivel D.","Pediatr Obes. 2020 Sep;15(9):e12651. doi: 10.1111/ijpo.12651. Epub 2020 May 6.","Fillon A","Pediatr Obes","2020","2020/05/07","","","10.1111/ijpo.12651"
"32372562","Associations of childcare type, age at start, and intensity with body mass index trajectories from 10 to 42 years of age in the 1970 British Cohort Study","Costa S, Bann D, Benjamin-Neelon SE, Adams J, Johnson W.","Pediatr Obes. 2020 Sep;15(9):e12644. doi: 10.1111/ijpo.12644. Epub 2020 May 5.","Costa S","Pediatr Obes","2020","2020/05/07","","","10.1111/ijpo.12644"
"32372073","Childhood overweight and obesity and timing of puberty in boys and girls: cohort and sibling-matched analyses","Brix N, Ernst A, Lauridsen LLB, Parner ET, Arah OA, Olsen J, Henriksen TB, Ramlau-Hansena CH.","Int J Epidemiol. 2020 Jun 1;49(3):834-844. doi: 10.1093/ije/dyaa056.","Brix N","Int J Epidemiol","2020","2020/05/07","PMC7394964","","10.1093/ije/dyaa056"
